comment,label
[CLS]کاااادو؟؟؟جشششن؟؟؟؟؟[SEP]دوستم دیروقت از شوهرش دعوا کرد و اون بهش حمله کرد و کتکش زد. حالا دوستم میخواد بدونه باید به شوهرش جشن کوچولو بگیره یا نه.[PAD],confront
[CLS]کمپرس یخ بذار اونجایی که باد کرده🥺🥺🥺🥺[SEP]در داستان، زوجی دعوا می‌کنند و هر دو به یکدیگر ضربه می‌زنند. صورت زن کبود و بادکرده شده است و درد می‌کند. زن نگران است که چشمانش مشکل دارد و نمی‌تواند به دکتر برود.[PAD],empathy
[CLS]پس شکایت کن ازشون[SEP]در یک دعوا خانوادگی، شوهرم توسط خانواده‌اش تحت فشار قرار گرفت و به من حمله کرد. سپس مادر و خواهر شوهرم به اشتباه ادعا کردند که من شوهرم را زده‌ام و او را ترک کردم. در نهایت، من تصمیم گرفتم از رابطه و خانواده‌ام گذشته و طلاق بگیرم.[PAD],confront
[CLS]شوهر منم مثل توعه اما من مثل شوهرت نیستم وقتی باهاش قهرم انقد اذیتم میکنه پاپیچم میشه تا آشتی کنم منم کاراش برام لذت بخشه هر چند درد داره نیشگوناش ولی من خوشم میاد چون عاشقشم 😍شبا هم اگع یکیمون بدون بغل و بوس بخابیم حق قهر کردن داریم این ی قانونه و مجازات سختی داره 😁[SEP]شوهرم دیشب بهم زور زد و من هم ازش نشگون گرفتم. اون هم عصبانی شد و قهر کرد. این اخلاقم خیلی بده.[PAD],conform
"[CLS]با تشکر فراوان[SEP]دختری به نام منا توسط مادرش کتک خورد.,مادر منا به خانواده او رفت و از او عذرخواهی کرد.,منا همچنان ناراحت است و مادرش را ببخشیدن می‌کند.[PAD]",other
[CLS]ان شالله که مشکلت ب بهترین وجه حل بشه و زندکیت طعم عشق بگیره[SEP]مردی به نام هامن انگشتش را زخمی کرده بود و بچه ها را به خانه پدرشوهرش برده بود. بعد از دو روز، پسرش را فرستاده بود و خواسته بود دخترش را ببرد. اما بعد از دعوا با همسرش، مادرشوهرش آمده و اتفاقات بدی رخ داده است.[PAD],empathy
[CLS]عزیزم من گفتم اگه ناشزه بشی ینی دادگاه ثابت کنه نفقه بهت نمیده و حق ازدواج مجدد داره.مهریه حق زنه.اما اکثر آقایون ک خانومشون ناشزه میشه اذیت میکنن طلاق نمیدن تا زن مهرشو ببخشه یا زجر بدن[SEP]مردی که به همسرش کتک زده بود و خانواده شوهرش نیز دخالت بیش از حدی داشتند، تصمیم می‌گیرد که به خانه برگردد اما پدرش او را نمی‌گذارد و گوشی او را شکسته است. مرد مدارکی از اعتراف همسرش به کتک زدن و وسایل شکسته خانه دارد و همچنین شواهدی از تجاوزات قبلی خانواده شوهرش، اما او نمی‌داند آیا درخواست تمکین از همسرش موثر خواهد بود یا خیر.[PAD],empathy
[CLS]ولی اگر بیاد خیلی به نفعته چون زنگ میزنی پلیس و صورتجلسه میشه[SEP]شوهرم به من کتک زد و ادعا کرد که من با همکارش رابطه دارم و از او اطلاعات می‌گیرم. من به مادرم زنگ زدم و الان در خانه او هستم. از آن زمان که کتک خوردم، هیچ خبری از شوهرم نیست.[PAD],confront
[CLS]الهی بگردم چرا‌کتک اخه چراااا[SEP]شخصی تصمیم می‌گیرد از رابطه‌ای که به آن علاقه دارد جدا شود به دلیل بی احترامی و خشونت.[PAD],empathy
[CLS]عزیزم شوهرت‌ فراتر از دوقطبی هست شوهر‌ من دوقطبی بود و تمام کارهای همسرتون تمام رفتارهاشو‌ در مقیاس کوچیکتر داشت ،مراقب باش دیگه بچه دار نشی ، با مهربونی و خر کردنش دست و بال خودتو پر کن ، بعدم جدا شو ، این اقا بره دکتر صد درصد تایید میشه بیماریش ، که باعث میشه شما راحت طلاق بگیرید خودتو نابود نکن من یه سال کشیدم از یه مرد روانی نابودم کرد فقط باهاش بحث‌نکن اینا حرف منطقی حالی‌شون نیست ،[SEP]همسرم با دوستم خیانت کرد، من بسیار ناراحت و خشمگین هستم و او به من بد رفتار می‌کند. او مریض روحی و چند شخصیتی است، اما ثروتمند و زرنگ است. من دو دختر کوچک دارم و نگران آینده آن‌ها هستم.[PAD],confront
[CLS]جالب میگه دوسش دارم شوهرمههههاما شماها ب همسرش بی احترامی میکنید و میگیذ حیووون کار همسرشون اشتباه کامل و غلط بوده و کار این خواهرمون چون فحش داده بد بووده پس جبهه نگیرید سریع هم از طلاق حرف نزنید چون از زندگی کسی خبر ندارید[SEP]درگیری شدید بین زن و شوهر در حضور مادر زن رخ داد. زن به شدت توسط شوهرش ضربه خورد و او رفت. مادر زن نمی‌خواهد شوهر به خانه بازگردد و نیاز به راهنمایی دارد.[PAD],other
[CLS]توروخدا نکن این کاروکسی که خودکشی کنه توجهنم.[SEP]یک فرد به دستم زد و من را به خانه خانواده‌اش برد. من نمی‌دانم چه کاری باید انجام دهم، آیا باید به پلیس گزارش دهم یا به خانواده‌ی بی‌رحمانه او تماس بگیرم؟ من دست‌نوشته‌های پزشکی دارم اما او را نمی‌توانم متهم کنم. من دیگر نمی‌دانم چه کاری باید بکنم و احساس ناامیدی می‌کنم.[PAD],other
"[CLS]صددرصد.[SEP]دوستان دیشب من و شوهرم دعوا کردیم و او به من فحش داد.,دستم شکسته و صورتم زخمی شده است.,امروز به پزشک قانونی رفتم و نگرانم که وضعیتم بدتر شود.[PAD]",other
[CLS]تو ذاتن لجبازی ولی این خصلتو از خودت دور کن ، بلاخره اون مرد بهش احترام بذار باهاش لج نکن مگه چقدر زنده ایم بیخیال باش دیگه سرنوشت هرکس یه جوریه[SEP]زنی که به دلیل خشونت های شوهرش خانه پدری خود پناه برده، به کلانتری رفته و شکایت کرده و نامه پزشکی قانونی دریافت کرده است. او اکنون نیاز به راهنمایی دارد تا مهریه خود را به درستی اجرا کند و از خودروی خود جلوگیری کند.[PAD],conform
[CLS]عزیزم برو پیش ی مشاورمیتونه کمکت کنه[SEP]زنی که توسط خانواده شوهر و خانواده داییش مورد حقارت قرار گرفته است، پس از تحمل سال‌ها آزار و اذیت، تصمیم به طلاق گرفته است. اکنون او با درد و حس حقارتی که تجربه کرده، به کمک نیاز دارد.[PAD],confront
[CLS]زندگی با مادرشوهر و جاریو اینا یجا خیلی سخته و همین مسایل رو داره[SEP]یک زن در یک ساختمان با جاری بزرگ و مادرشوهر زندگی می کند. جاری او را مورد آزار و اذیت قرار می دهد و خانواده او به او اعتماد نمی کنند. در یک دعوا با شوهرش، مادرشوهر او او را به اتهام آزار پسرش متهم کرد و او را به خاطر این اتهام مورد تهدید قرار داد.[PAD],empathy
"[CLS]دختر خونه خودتونه؟؟؟[SEP]پری بعد از دعوا با همسرش تصمیم می‌گیرد به خانه مادرش برود و دیگر برنگردد.,او نمی‌خواهد در خانه مادرش بماند زیرا این موضوع مادرشوهرش را خوشحال نمی‌کند و او به همسرش وابسته است.,از شما می‌خواهد که نظرتان را درباره ماندن در خانه مادرش بدهید.[PAD]",other
[CLS]وااااااا این چه حرفیه میزنی؟مگه ما چندبار میخوایم زندگی کنیم؟ایشالا که درست میشه اگرم نشد خدا هم واسه اینجور مواقع طلاقو گذاشته[SEP]یک زن بعد از یک سال به نی نی سایت برگشت و درد و دل خود را در مورد شوهر نامرد خود به اشتراک گذاشت. او توسط شوهرش مورد خشونت قرار گرفت و حتی با چاقو تهدید شد. اما او نتوانست از خانه برود به دلیل داشتن یک پسر سه ساله.[PAD],confront
[CLS]گوش به حرفش نده، اونا می‌خوان چیزی ثبت نشهباید میگفتی اتفاقا می‌خوام تا آخرش برم که صد درصد ترک کنهزرنگ باشی از ترسشون سوءاستفاده کنی، حق طلاق هم میتونی بگیریبه نظرم بعد اینکه کامل پیگیری کردی ،باهاش زندگی کن، شاید از ترسش آدم شده باشه[SEP]زنی که شوهرش او را مورد خشونت قرار داده است، شکایت کرده و در دادگاه شاکی خواهد شد. مادر شوهر نیز ادعا می‌کند که زن به شوهرش حمله کرده است و او هنوز از درد سر رنج می‌برد. زن نمی‌داند چگونه شوهرش را محکوم کند.[PAD],confront
[CLS]ممنونم عزیزممن شوهر ندارم باهاش دعوا کنم اما همیشه با خودم گفتم روزی ک عقد کردیم بعد ک تنها شدیم یکی میخوابونم تو گوشش بهش میگم این مدت کجا بودی چیکا میکرد سرت ب کجا گرم بود ک اینقدر دیر اومدی😕[SEP]در یک دعوا در خانه بابام، من به خانه پناه بردم و خانواده‌ام هم حاضر نبودند. من به بابام پیام دادم و تهدید کردم که خودم را بکشم. بعد از مدتی، صدای در را شنیدم و وارد شدند. من پنهان شدم و بعد از مدتی پیدا نشدم. بابام ناامید شد و من بیرون آمدم و او هم خندید ولی من توسط او تنبیه شدم و سپس ما با هم آغوش گرفتیم و گریه کردیم.[PAD],other
[CLS]طلاقتو بگیر این ادم تعادل روانی نداره بنظرم زنگ بزن 123اورژانی اجتماعی کمکت کنن تو قانون این جرمه برو پزشکي قانونی[SEP]شخصی به نام شیپیش از من پنکه را بالا بدهد، اما من به اشتباه آن را به او بدهم. سپس او به من حمله کرده و من را زخمی می‌کند. من به اتاق خواب می‌روم و در را قفل می‌کنم.[PAD],confront
[CLS]منم همینطور[SEP]در دعوای دیشب، او من را زده است و هنوز عذرخواهی نکرده است.[PAD],other
[CLS]همون زمان که بچه سقط شد باید قانونی اقدام میکردی تا الان دوباره این اتفاق نیوفته.[SEP]در یک بحث بیهوده، من حرف بدی نزدم اما همسرم فحش داد و حتی من را زد. ما در طبقه بالای مادرشوهرم زندگی می‌کنیم. من به او ضربه زدم و او هم من را ضربه زد. من نمی‌دانم چه کاری با این شوهر باید بکنم و چگونه با او رفتار کنم.[PAD],confront
[CLS]لعنتی باچی زدت[SEP]مرد مست به خانه آمد و همسرش را مورد خشونت قرار داد. همسر دچار آسیب‌های جسمی شدید شده است و نیاز به کمک دارد. زن تنها و در شهری غریب به سختی دارد.[PAD],empathy
[CLS]عصبانی بوده یه چیزی گفته مگر طلاق الکیه تو خودتو ناراحت و سرسنگین بگیر بسه[SEP]شوهر برای اولین بار دست روم بلند کرد و طلاق خواست. برای تعیین تکلیف فردا دعوتم کرد. پس از 6 سال زندگی و داشتن بچه 3 ساله، هنوز درد کتک‌هایش را حس می‌کنم.[PAD],conform
[CLS]تو هم بجای گریه و ضعیف نشون دادن خودت سیاست داشته باش مث خودشون الان چند ساله پسر خاله من ازدواج کرده اونم یه خواهر داره و وابسته بهم بودن خیلی خیلی زیاد ولی زنش یجوری با سیاست پیش رفته که پسر خالم حتی تولد خواهرشم یه تبریک ساده نمیگه حتی با پیام با خونواده خالم اصلا رفت و امد ندارن بنظرم کار خوبیم میکنه[SEP]یک زن به دلیل مشکلات خانوادگی و رابطه ناموفق با شوهرش، احساسات منفی دارد و به دنبال کمک می‌گردد. در یک دعوا شدید با خواهر و مادر شوهرش، خانواده او او را ترک کردند و او احساس وابستگی و تنهایی می‌کند.[PAD],conform
[CLS]شوهر منم بی جنبس یکی بزنم صدتا میزنه اونم با عصبانیت منم جرعت نمیکنم بزنمش😕[SEP]یک زن پیامی از یک نفر دریافت کرد که شوهرش در مورد اون خانم حرف بی ادبی زده بود. زن ناراحت شد و با شوهرش جدال کرد و سپس خشمگین شده و از او دلخور شد.[PAD],empathy
[CLS]گذشت خوبه ولی رفتارش پیش بچه باید کنترل بشه هر کاری یبار اتفاق بیفته بازم تکرار  میشه کتک رو باید حلش بکنی تا دوباره اتفاق نیفته[SEP]مادری که ناراحت است و خودش را می‌کشد، پسرش او را تشویق می‌کند که به حرف مادرش گوش ندهد و هر کاری که دلش می‌خواهد انجام دهد. مادر به پسرش کتک می‌زند و او از این اقدام ناراحت می‌شود. صبح روز بعد، مادر به پسرش عذرخواهی می‌کند و به او گل می‌دهد، اما مادر همچنان ناراحت است.[PAD],confront
[CLS]عزیزم برو پزشک قانونی مدرک جمع کن[SEP]دوستم زنگ زد و گفت که قراره بریم یه شهری اطراف تهران کاز کنیم. من اونو متوقف کردم و گفتم که نمیخوام دوباره درگیر مشکلات بشم. اون هم بهم حمله کرد و من درد سر و گردن دارم.[PAD],confront
[CLS]قهر نکن .شما میخوایی یه عمری کنار هم زندگی کنید زندگی تلخ نکن[SEP]شوهرم در دعواهایمان خشونت آمیز می‌شود، اما بعد از آن به طور عادی رفتار می‌کند. دیشب دوباره دعوا کردیم و او به طور عادی تلفن زد و هیچ اتفاقی نیفتاده بود. من نمی‌خواهم با او آشتی کنم و خسته شده‌ام که همیشه اذیت شوم.[PAD],conform
[CLS]پس بخاطر دخترت تو کوتاه بیا تا اون اسیب نبینه[SEP]دخترم درد پا داشت و گریه می‌کرد. شوهرم ادعا کرد که او را زده است. من هم ادعا کردم که این اتفاق نیفتاده است. در نهایت، شوهرم به من حمله کرد و به دخترم ضربه زد.[PAD],conform
[CLS]میرفتی پزشکی قانونی..[SEP]دیشب با شوهرم دعوا کردم و کتک خوردم. مادرش طلاق را پیشنهاد کرد و من طاقت نداشتم، بنابراین زنگ زدم و او را برداشت. بعد از شش سال، او پسرم را از من گرفت و من در حال گریه و نگاه کردن به عکسهایش هستم.[PAD],confront
[CLS]اه اهخوب جواب دادیاصلا نرو خونتبرو اول نامه بگیر یه کپی هم بزار خونه باباتبعد اگه دیدی خیلی پشیمونه به شروطی برگرد[SEP]شوهر زن، زن را تحت تاثیر قرار داده و او را به خانه پدرش برده است.[PAD],confront
[CLS]چند سالته[SEP]یک خانواده شلوغ و پر حاشیه دعوت به خانه شان می‌کند، اما فردی که دعوت می‌شود، خانواده کوچک و آرامی دارد و برایش مهم نیست که بیاید یا نه. خاله زنکا به دلیل عدم حضور این فرد، داد و بیداد می‌کند.[PAD],other
[CLS]بروبابا،،حداقل میخواید،دروغ بگیدتاپیک های قبل روبترکون،بروسردرست[SEP]در داستان فردی به نام من با یک شخص دیگر در تایپک ها دعوا می‌کند و به طور ناگهانی تصمیم می‌گیرد که فردا طلاق بگیرد و بچه را رها کند. او به شدت عصبانی می‌شود و صورتش سوخته و لبش پاره می‌شود. سپس او در اتاقی قفل می‌شود و صدای گریه‌اش می‌شنود.[PAD],conform
[CLS]شوهر خوبی داری بخدا قدرشو بدون خیلی بی سیاستی با سیاست رفتار کن[SEP]همسران درگیر شوخی های پسرعمه شوهر هستند. در نتیجه یک جراحت رخ می دهد و آنها به شدت به هم می زنند. حالا همسران درگیری دارند و هیجانات آنها بالا می رود.[PAD],conform
[CLS]دیوونه نیستی اما مشکل ریشه ای داری.[SEP]یک زن مجبور می‌شود از خانه شوهرش فرار کند و به خانه مادرش برود. شوهرش به او خشونت می‌کند و او تصمیم می‌گیرد از او طلاق بگیرد. اما او نمی‌تواند برود و در نهایت به خانه شوهرش برمی‌گردد و درد و رنج می‌کشد.[PAD],conform
[CLS]نمیتونی بری سرکار؟؟؟؟[SEP]یک زن به دلیل خیانت شوهرش از او ناراحت است و هیچ دل خوشی ندارد. شوهرش پولی را برای او به خانه آورده است و او دخترش را فرستاده تا پول را بگیرد. در همین حین خواهر زن نیز به خانه آمده و شوهر زن با او حرف می‌زند. زن از شوهرش متنفر است و تنها برای بچه‌هایش می‌ترسد.[PAD],other
[CLS]اگه جای کتکش مونده فردا برو پزشکی قانونی[SEP]در این داستان، صبحی که بحث کردیم، کسی به من کتک زد و پسرم را دو ساله برداشت و هنوز نیاورده است. همچنین شماره من در لیست سیاه قرار گرفته است و نمی‌توانم با دوستانش تماس بگیرم.[PAD],confront
[CLS]حتما برو[SEP]یک زن باردار که همسرش به ماریجوانا اعتیاد دارد، به خانه پدرش می‌رود و مشکلش را به کسی نمی‌گوید. بعد از چند روز، همسرش برای برگشتن به او می‌آید و وضعیت بدتر می‌شود و او را مورد خشونت قرار می‌دهد.[PAD],confront
[CLS]خیلی ناراحت شدم[SEP]دیشب با شوهرم دعوا کردم و کتک خوردم. مادرش طلاق را پیشنهاد کرد و من طاقت نداشتم، بنابراین زنگ زدم و او را برداشت. بعد از شش سال، او پسرم را از من گرفت و من در حال گریه و نگاه کردن به عکسهایش هستم.[PAD],empathy
[CLS]جاودانه میشهاما بخاطر این ظلمهایی که میبینی قطعا بهشتی هستی پس اخرتتو خراب نکنخداهم قطعا میبینه وبه موقعش تقاصتو ازشون میگیره[SEP]یک فرد به دستم زد و من را به خانه خانواده‌اش برد. من نمی‌دانم چه کاری باید انجام دهم، آیا باید به پلیس گزارش دهم یا به خانواده‌ی بی‌رحمانه او تماس بگیرم؟ من دست‌نوشته‌های پزشکی دارم اما او را نمی‌توانم متهم کنم. من دیگر نمی‌دانم چه کاری باید بکنم و احساس ناامیدی می‌کنم.[PAD],conform
[CLS]الهی دستشون بشکنه بی کس بمونن[SEP]مادرشوهر در خانه زندگی می‌کند و همسرم همیشه خواب است. من به او گفتم که بیدار شود و او به من حمله کرد. مادر شوهر نیز وارد شد و من را متهم کرد. من از خانه بابام فرار کردم.[PAD],empathy
[CLS]چقدر شده حکم دادگاهش ؟[SEP]فحاشی کردم و شکایت کردم. به کلانتری رفتم و در خانه قفل عوض شده بود.[PAD],other
[CLS]به خاطر حرف مردم زندگیتو زهر نکن.[SEP]فردی به دلیل ندادن پول، به شدت به دست آورد و به دلیل اینکه پول نداشت، به دوستش کتک زد. بعد از سه روز، فرد به دلیل نداشتن پول، به دوستش کتک زده بود. فردی که این اتفاق افتاده بود، قرار بود به همراه عمه‌اش برای سه روز بروند و بعد از آن به شهر خود بازگردند.[PAD],conform
[CLS]شکایت میکنی میری پزشکی قانونی بعد براش احضاریه میفرستن[SEP]شخصی که من با او مشکل دارم، من را ضربه زده و آسیب دیدگی به من وارد کرده است. نمی‌دانم چه کاری باید بکنم تا درمان کنم. شایعه است که باید شکایت کنم.[PAD],confront
[CLS]وکیل بگیر میتونی طلاق بگیری[SEP]دختری که در دوران نامزدی به طلاق کشیده و الان میخواهد طلاق بگیرد. شوهرش او را تهدید میکند و میگوید طلاقش را نمی‌دهد. خانواده او نیز از وضعیت او اطلاع دارند اما او نمی‌تواند کمکی دریافت کند.[PAD],confront
[CLS]خوب نزنش عصبی میشه..[SEP]یک زن پیامی از یک نفر دریافت کرد که شوهرش در مورد اون خانم حرف بی ادبی زده بود. زن ناراحت شد و با شوهرش جدال کرد و سپس خشمگین شده و از او دلخور شد.[PAD],conform
"[CLS]پاشو برو پزشکی قانونی بعد هم  دادگاه برو شکایت کن  بگو  امنیت جانی ندارم در منزل شوهر مدارکت هم ارائه بده[SEP]در داستان، شخصی به نام منوتو دارای آثار کتک‌ها روی صورت است.,او می‌خواهد بداند آیا آنها دوباره به خانه‌اش فرستاده می‌شوند یا خیر.,او از دیگران می‌خواهد که به او بگویند که آیا می‌تواند زودتر برود یا خیر.[PAD]",confront
"[CLS]حتما حتما بریا[SEP]بچه به ننه و بابای شوهرش محل نمیده و کتک می‌خورد.,بدن بچه داغ استخوان دستش درد می‌کند و صورتش قرمز شده است.,بچه نمی‌داند چه کاری باید بکند.[PAD]",confront
[CLS]دستش بشکنه مردک این چه کاریه اخه[SEP]زنی که چند بار توسط شوهرش مورد خشونت قرار گرفته، امروز بعد از زدن اولیه، به شدت عصبانی شده و اعتراض کرده. در نهایت، شوهرش با قدرت به سر او زده و او را به زمین انداخته است.[PAD],empathy
[CLS]همون کتک زدن به تنهایی کافیه واسه جدایی اصلا پشیمون نمیشدم مگه دوره ی برده داریه[SEP]یک زن به دلیل بی‌احترامی شوهرش و تحمل خشونت از او جدا می‌شود. شوهرش احساساتی بود و هیچ‌گاه منطقی رفتار نمی‌کرد. خانواده شوهر همیشه او را حمایت می‌کردند.[PAD],confront
[CLS]بهترین کار واسه تو همینه اما این وسط بچه ها اسیر میشن توام مقصری خونوادتم مقصرن همون اول باید می بردنت نه الان که دو تا بچه داری خدا کمکتون کنه[SEP]شوهرم معتاد است و دیروز من را به شدت ضرب و جرح کرد. بچه هایم در حال حاضر با مادر شوهرم زندگی می کنند و خانواده ام اجازه نمی دهد آنها را بیاورم. من چه باید بکنم؟[PAD],conform
[CLS]وقتی خودش میدونه چرا مدام بهش میگی خوب صبرم یه اندازه ای داره،به نظرم برو پزشک قانونی حالا شکایت نکردی یه گواهی بگیر که دفعه اول و آخرش باشه[SEP]شخصی پس از پنج سال به خاطر خانواده‌ای که نفهمند هستند، مورد ضرب و جرح قرار گرفته است. او به خاطر مادر بی سیاست و خواهران نفهمش، که همیشه مدافع او بودند، ناراحت است.[PAD],confront
[CLS]ببخشیدا شوهرت کتک زده میای میپرسی برم یا نه من بودم پا هم نمیذاشتم چقدر کتک خوردن زن عادی شده .انگار با هم یه دعوای ساده کردن[SEP]شوهر کتک زده، فردا چهلم بابابزرگ، برای رفتن تصمیم گیری کنید.[PAD],confront
[CLS]وقتی می‌دونی اخلاقشو خب خودتو کنترل کن و زبونت دراز نباشه دیگه وقتی عصبانی هس ساکت باش زبون درنیار وقتی آرام شد بعدا حرفتو بزن[SEP]مادری که ناراحت است و خودش را می‌کشد، پسرش او را تشویق می‌کند که به حرف مادرش گوش ندهد و هر کاری که دلش می‌خواهد انجام دهد. مادر به پسرش کتک می‌زند و او از این اقدام ناراحت می‌شود. صبح روز بعد، مادر به پسرش عذرخواهی می‌کند و به او گل می‌دهد، اما مادر همچنان ناراحت است.[PAD],conform
[CLS]کاش ان لا ب خانوادت نمیگفتی شوهرت کتکت میزنه و اگه یبار دیگ این کارو کرد برو گواهی پزشکی بگیر تهدیدی کن بگو شکایت میکنم[SEP]در این داستان، زوجی به خاطر مشکلات کوچک در زندگی روزمره خود دچار بحث و جدل می‌شوند. آنها در نهایت به توافق می‌رسند و زندگی عادی خود را ادامه می‌دهند. اما شخصیت اصلی احساس ضعف می‌کند.[PAD],conform
[CLS]بگو دست رو قرآن بذاره و اینو تو دادگاه بگه پدرشوهرت اونوقت خدا خودش کمرشو از ۱۰۰ ناحیه میشکنه به زودی 😐[SEP]فردا جلسه دادگاه من و شوهرمه بخاطر ضرب و جرح. شوهرم از مادر و خواهرم شکایت کرده و من هم شکایت کردم بخاطر تجاوز به فرزندم. شوهرم میخواد شاهد بیاره که خواهرزنم بابامو زده.[PAD],empathy
[CLS]برش میگرونه نمیبره بدزتتش ک😐[SEP]زنی که توسط شوهرش مورد خشونت قرار می‌گیرد، بعد از چند بار ضربه به سر، احساس ناتوانی و لرزش در دست‌ها و لب می‌کند. او اعتقاد دارد که اعصابش خورده است و به خودش ضربه می‌زند. در نهایت، شوهر بچه را می‌برد و برخی از وسایل بچه را هم می‌برد و زن نمی‌داند کجا برده است.[PAD],empathy
[CLS]چرا جوابشو میدمولی اوش تقصیر تو بوده...[SEP]شخصی که داستان را تعریف می‌کند، شبا درس می‌خواند و برای خوابیدن به اتاق می‌رود. اما شرکت کننده دیگری در اتاق است که می‌خواهد بخوابد و از او خواسته می‌شود که ساکت باشد. اما شخص اصرار می‌کند و در نهایت به او ضربه می‌زند.[PAD],conform
[CLS]خودم خردادهمسرم اسفند باهاش چطور بر خورد کنم کینه ای و بد جنسه[SEP]زنی به دلیل تهدیدات شوهرش، از خانه او فرار کرده و به پدرش پناه آورده است. او به کلانتری شکایت کرده و نامه پزشکی قانونی گرفته است. اکنون او به دنبال راهی برای اجرای مهریه است.[PAD],empathy
[CLS]برو پزشکی قانونی اگه زده[SEP]دخترم با دختری دیروقت خارج شد و گوشیش را با خودش نبرد. امروز از دخترم پرسیدم که آیا با پدرش تلفنی صحبت کرده است و او گفت که از عطر خوشم اومد. سپس به او گفتم که به مادرش نگو. شوهرم عصبانی شد و من و دخترم را زد. من میخواهم صورتجلسه بگیرم یا از در خانه زنگ بزنم.[PAD],confront
[CLS]مروارید حالت انگار خیلی بده بیخیال بابا پاشو برو برا خودت برو  بیرون جواب تلفنش رو نده  در رو هم براش باز نکن تا یه ماهی ،تعهد اینا همش کشکه من تجربیات ۱۵ سالم رو دارم بهت میدم[SEP]دختری با پدرش دعوا می‌کند و پس از آن پدرش او را مورد خشونت قرار می‌دهد. دختر تصمیم می‌گیرد تا زمانی که پدرش تعهدی را به خانواده‌اش بدهد، به او پاسخ ندهد. اگر این تعهد را نقض کند، دختر می‌خواهد طلاق بگیرد.[PAD],confront
[CLS]ضعیف گیر آورده؟؟[SEP]مردی که در شهر غریب زندگی می‌کند، نگران است که به خانواده‌اش خبر بدهد که قلبش عمل شده است. او همچنین نگران است که چیزی برای پسر ۱۵ ماهه‌اش بشود و از اینکه انگشتش شکسته است نیز نگران است.[PAD],empathy
[CLS]با این حال و روز اومدی عضو نی‌نی سایت شدی؟؟برو پزشک قانونی فردا[SEP]زنی که از شوهرش مورد خشونت قرار می‌گیرد و حالش بسیار بد است.[PAD],confront
[CLS]پس سر خانواده‌ش مشکل دارید.[SEP]در صبحانه، من و شوهرم به خاطر یک بحث عصبانی شدیم و من نون به صورت او زدم. او بعداً به من بغل شد اما هنوز عصبانی هستم و به اتاق رفتم. دلم برای بچه هام میسوزد به خاطر ماه ها دعوا و بحث.[PAD],other
[CLS]وقتی اخلاقشو میدونی ک اینقدر بی جنبست تو شوخی ب هیچ عنوان باهاش شوخی نکن[SEP]شوهر به زن گفت چاق شده‌ای، زن لگد زد و شوهرش را فشار داد. زن پررو اب ریخت و شوهرش به او زد. شوهر به زن گفت که باباش فوت شده و از فحشش ناراحت است.[PAD],conform
[CLS]شاید مشکل براش پیش اومد باهاش صحبت کن خب[SEP]زنی که از شوهرش شکایت کرده بود، نامه پزشکی قانونی را به دادگاه ارائه کرد. وکیل او نیامد و به او گفت که نامه را دوباره بفرستد. مادر شوهر هم در دادگاه حضور داشت و به زن حمله کرد. در پایان، قاضی به زن گفت که او خیلی ناز پرورده است.[PAD],other
[CLS]مشکلش بی شعوریه؟؟[SEP]زنی که شوهرش برگشت خانه، با او شوخی می‌کند و او ناراحت می‌شود. در نهایت، آنها به شدت به هم می‌زنند و زن فکر به خودکشی می‌کند.[PAD],other
[CLS]به حرف پدر یا مادرتونم گوش ندین وقتی میگن طلاق نگیر ، چون وقتی بچتون بزرگ شه باز زندگیتون بدتر میشه[SEP]شوهرم خانه را ترک کرده و با دوستانش به تفریح رفته و تریاک هم کشیده است. دیشب کتکم زده و امروز هم دخترم کمرش آسیب دیده و نمی‌خواهد به دکتر برود. من نمی‌دانم چه کار کنم.[PAD],conform
[CLS]همچنین عزیزم[SEP]شوهرم رفتار بدی با من داشت و من از او جدا شدم. او سرویس طلا و حلقه‌ام را نگرفت و دعواهایمان را کش نکرد. دوستش نیز مرا اذیت کرده و توهین کرده است. او مرا از خانه بیرون کرد و من احساس ناراحتی می‌کنم.[PAD],empathy
[CLS]برو شکایت کن یبار که دیه داد اونوقت میفهمه خوب کرده یا نه؟؟اصلاا باهاش حرف نزن انگار نه انگار که هست پدر مادرت خبر دارن؟؟؟[SEP]در یک دعوای شدید با شوهرم، گوشم به طور ناگهانی بسته شد.[PAD],confront
"[CLS]میدونی شهر غریبم هستی نمیخواد بری خونه بابات اعصاب اونا رم تلیت کنی کسیو تو همین شهر نداری یا اینکه اون تایمی که اون میاد خونه نمون تا فک کنه قهر کردی[SEP]شوهر من در حال عصبانیت شدید است و در دعواها به من خشونت می‌کند.,او قبلاً هم به من ضربه زده است و این بار نیز مشت خود را به صورتم زده است.,او به تهدیدات من بی‌اعتناست و من نمی‌دانم چه کاری باید بکنم.[PAD]",conform
[CLS]ما تو این دنیا نیومدیم که بد زندگیم کنیم اگه بچه هم دارید ظلم به اون بچه میشه که زدن پدر رو میبینه و مادر سکوت میکنه یا در آینده کوشه گیره یا  مانند پدرش پرخاشگر میشه باید راه حل درست رو پیدا کنی.[SEP]یک شب، شخصی به دختری نگاه می‌کرد و با مشت به سرش زد. بعد از آن، همسر او به او کتک زد و به او گفت که اظهار نظر نکند. شخصی که کتک خورده بود، از ترس به قرآن گرفتار شده بود.[PAD],confront
